Provinsi,Panlok,PTN,Prodi,Jumlah
Sulawesi Selatan,82,43,431281,1
Sulawesi Selatan,82,43,431332,2
Sulawesi Selatan,82,43,432075,2
Sulawesi Selatan,82,43,432083,1
Sulawesi Selatan,82,44,441014,1
Sulawesi Selatan,82,44,441036,1
Sulawesi Selatan,82,44,441044,1
Sulawesi Selatan,82,44,441111,1
Sulawesi Selatan,82,44,441214,1
Sulawesi Selatan,82,44,442046,2
Sulawesi Selatan,82,46,461113,2
Sulawesi Selatan,82,46,462115,1
Sulawesi Selatan,82,46,462331,2
Sulawesi Selatan,82,47,471011,1
Sulawesi Selatan,82,47,471041,2
Sulawesi Selatan,82,47,471063,1
Sulawesi Selatan,82,47,471093,1
Sulawesi Selatan,82,47,471152,1
Sulawesi Selatan,82,47,471166,1
Sulawesi Selatan,82,47,471211,1
Sulawesi Selatan,82,47,471411,1
Sulawesi Selatan,82,47,472035,2
Sulawesi Selatan,82,47,472043,1
Sulawesi Selatan,82,47,472065,1
Sulawesi Selatan,82,48,481034,1
Sulawesi Selatan,82,48,482244,1
Sulawesi Selatan,82,49,491021,1
Sulawesi Selatan,82,49,491035,1
Sulawesi Selatan,82,49,491095,1
Sulawesi Selatan,82,50,501105,1
Sulawesi Selatan,82,50,502012,1
Sulawesi Selatan,82,50,502064,1
Sulawesi Selatan,82,51,511033,1
Sulawesi Selatan,82,51,511063,1
Sulawesi Selatan,82,51,511166,1
Sulawesi Selatan,82,51,511203,1
Sulawesi Selatan,82,51,511225,1
Sulawesi Selatan,82,51,511285,1
Sulawesi Selatan,82,52,521042,1
Sulawesi Selatan,82,52,521101,1
Sulawesi Selatan,82,52,521123,1
Sulawesi Selatan,82,52,521131,1
Sulawesi Selatan,82,52,521153,1
Sulawesi Selatan,82,52,522036,1
Sulawesi Selatan,82,52,522074,1
Sulawesi Selatan,82,52,522103,1
Sulawesi Selatan,82,52,522141,2
Sulawesi Selatan,82,52,522163,1
Sulawesi Selatan,82,53,532061,1
Sulawesi Selatan,82,55,551075,1
Sulawesi Selatan,82,55,551223,1
Sulawesi Selatan,82,55,552225,1
Sulawesi Selatan,82,55,552263,1
Sulawesi Selatan,82,55,552271,1
Sulawesi Selatan,82,55,552285,1
Sulawesi Selatan,82,56,561032,1
Sulawesi Selatan,82,56,561062,2
Sulawesi Selatan,82,56,561076,1
Sulawesi Selatan,82,56,561092,1
Sulawesi Selatan,82,56,561181,1
Sulawesi Selatan,82,56,561195,1
Sulawesi Selatan,82,56,561246,1
Sulawesi Selatan,82,56,561254,4
Sulawesi Selatan,82,56,561276,1
Sulawesi Selatan,82,56,561292,1
Sulawesi Selatan,82,56,561305,1
Sulawesi Selatan,82,56,561365,1
Sulawesi Selatan,82,56,561416,1
Sulawesi Selatan,82,56,561484,1
Sulawesi Selatan,82,56,562012,2
Sulawesi Selatan,82,56,562064,1
Sulawesi Selatan,82,56,562094,1
Sulawesi Selatan,82,56,562101,1
Sulawesi Selatan,82,56,562115,1
Sulawesi Selatan,82,56,562145,1
Sulawesi Selatan,82,56,562294,1
Sulawesi Selatan,82,57,571055,2
Sulawesi Selatan,82,57,571063,1
Sulawesi Selatan,82,57,571125,1
Sulawesi Selatan,82,57,572073,1
Sulawesi Selatan,82,57,572102,1
Sulawesi Selatan,82,58,581086,1
Sulawesi Selatan,82,58,582014,1
Sulawesi Selatan,82,58,582036,1
Sulawesi Selatan,82,58,582193,1
Sulawesi Selatan,82,59,591035,1
Sulawesi Selatan,82,61,612035,1
Sulawesi Selatan,82,62,622022,1
Sulawesi Selatan,82,62,622066,3
Sulawesi Selatan,82,63,631013,3
Sulawesi Selatan,82,63,631021,4
Sulawesi Selatan,82,63,631043,3
Sulawesi Selatan,82,63,631065,1
Sulawesi Selatan,82,63,631081,1
Sulawesi Selatan,82,63,631095,2
Sulawesi Selatan,82,63,631102,1
Sulawesi Selatan,82,63,631116,1
Sulawesi Selatan,82,63,631132,1
Sulawesi Selatan,82,63,631146,1
Sulawesi Selatan,82,63,631154,2
Sulawesi Selatan,82,63,631162,1
Sulawesi Selatan,82,63,631251,1
Sulawesi Selatan,82,63,632053,2
Sulawesi Selatan,82,63,632061,2
Sulawesi Selatan,82,63,632126,1
Sulawesi Selatan,82,63,632142,1
Sulawesi Selatan,82,63,632172,3
Sulawesi Selatan,82,63,632215,1
Sulawesi Selatan,82,64,641014,1
Sulawesi Selatan,82,64,641022,1
Sulawesi Selatan,82,64,641044,1
Sulawesi Selatan,82,64,641155,1
Sulawesi Selatan,82,64,642046,1
Sulawesi Selatan,82,64,642232,1
Sulawesi Selatan,82,65,651015,1
Sulawesi Selatan,82,65,651164,1
Sulawesi Selatan,82,65,652063,1
Sulawesi Selatan,82,65,652106,1
Sulawesi Selatan,82,66,661032,1
Sulawesi Selatan,82,66,661092,2
Sulawesi Selatan,82,66,661173,1
Sulawesi Selatan,82,66,661181,1
Sulawesi Selatan,82,66,661246,1
Sulawesi Selatan,82,66,662101,1
Sulawesi Selatan,82,68,682082,1
Sulawesi Selatan,82,69,692031,2
Sulawesi Selatan,82,69,692075,2
Sulawesi Selatan,82,71,711241,1
Sulawesi Selatan,82,73,731221,1
Sulawesi Selatan,82,73,732142,1
Sulawesi Selatan,82,75,751045,1
Sulawesi Selatan,82,75,751126,1
Sulawesi Selatan,82,75,751134,1
Sulawesi Selatan,82,75,751164,1
Sulawesi Selatan,82,75,751231,11
Sulawesi Selatan,82,75,751291,1
Sulawesi Selatan,82,75,751312,1
Sulawesi Selatan,82,75,751386,3
Sulawesi Selatan,82,75,751415,1
Sulawesi Selatan,82,75,752152,1
Sulawesi Selatan,82,77,771025,2
Sulawesi Selatan,82,77,771033,1
Sulawesi Selatan,82,77,771041,7
Sulawesi Selatan,82,77,771055,1
Sulawesi Selatan,82,77,771093,2
Sulawesi Selatan,82,77,771114,2
Sulawesi Selatan,82,77,771136,1
Sulawesi Selatan,82,77,771144,2
Sulawesi Selatan,82,77,771166,3
Sulawesi Selatan,82,77,771174,3
Sulawesi Selatan,82,77,771203,3
Sulawesi Selatan,82,77,771211,15
Sulawesi Selatan,82,77,771225,1
Sulawesi Selatan,82,77,771233,1
Sulawesi Selatan,82,77,771255,1
Sulawesi Selatan,82,77,771263,1
Sulawesi Selatan,82,77,771285,1
Sulawesi Selatan,82,77,771306,3
Sulawesi Selatan,82,77,771314,1
Sulawesi Selatan,82,77,771322,4
Sulawesi Selatan,82,77,772035,1
Sulawesi Selatan,82,77,772043,1
Sulawesi Selatan,82,77,772184,1
Sulawesi Selatan,82,77,772205,1
Sulawesi Selatan,82,77,772243,1
Sulawesi Selatan,82,78,781012,1
Sulawesi Selatan,82,78,781034,1
Sulawesi Selatan,82,78,781042,1
Sulawesi Selatan,82,78,781086,3
Sulawesi Selatan,82,78,781094,2
Sulawesi Selatan,82,78,781101,1
Sulawesi Selatan,82,78,782014,1
Sulawesi Selatan,82,78,782082,1
Sulawesi Selatan,82,79,791013,1
Sulawesi Selatan,82,79,791021,1
Sulawesi Selatan,82,79,791035,3
Sulawesi Selatan,82,79,791043,3
Sulawesi Selatan,82,79,791051,2
Sulawesi Selatan,82,79,791065,1
Sulawesi Selatan,82,79,791095,3
Sulawesi Selatan,82,80,801016,31
Sulawesi Selatan,82,80,801024,29
Sulawesi Selatan,82,80,801032,33
Sulawesi Selatan,82,80,801046,34
Sulawesi Selatan,82,80,801054,16
Sulawesi Selatan,82,80,801062,17
Sulawesi Selatan,82,80,801076,18
Sulawesi Selatan,82,80,801084,22
Sulawesi Selatan,82,80,801092,16
Sulawesi Selatan,82,80,801105,33
Sulawesi Selatan,82,80,801113,32
Sulawesi Selatan,82,80,801121,18
Sulawesi Selatan,82,80,801135,15
Sulawesi Selatan,82,80,801143,36
Sulawesi Selatan,82,80,801151,97
Sulawesi Selatan,82,80,801165,93
Sulawesi Selatan,82,80,801173,16
Sulawesi Selatan,82,80,801181,15
Sulawesi Selatan,82,80,801195,35
Sulawesi Selatan,82,80,801202,16
Sulawesi Selatan,82,80,801216,14
Sulawesi Selatan,82,80,801224,36
Sulawesi Selatan,82,80,801246,15
Sulawesi Selatan,82,80,801254,15
Sulawesi Selatan,82,80,801262,15
Sulawesi Selatan,82,80,802012,33
Sulawesi Selatan,82,80,802026,54
Sulawesi Selatan,82,80,802034,106
Sulawesi Selatan,82,80,802042,89
Sulawesi Selatan,82,80,802056,35
Sulawesi Selatan,82,80,802064,34
Sulawesi Selatan,82,80,802072,47
Sulawesi Selatan,82,80,802086,35
Sulawesi Selatan,82,80,802094,41
Sulawesi Selatan,82,80,802101,55
Sulawesi Selatan,82,80,802115,38
Sulawesi Selatan,82,80,802123,22
Sulawesi Selatan,82,80,802131,17
Sulawesi Selatan,82,80,802145,36
Sulawesi Selatan,82,80,802175,36
Sulawesi Selatan,82,80,802183,37
Sulawesi Selatan,82,80,802212,41
Sulawesi Selatan,82,80,802226,33
Sulawesi Selatan,82,80,802234,42
Sulawesi Selatan,82,80,802242,94
Sulawesi Selatan,82,80,802256,64
Sulawesi Selatan,82,80,802264,34
Sulawesi Selatan,82,80,802272,69
Sulawesi Selatan,82,80,802286,65
Sulawesi Selatan,82,80,802294,37
Sulawesi Selatan,82,80,802301,34
Sulawesi Selatan,82,80,802315,35
Sulawesi Selatan,82,80,802331,14
Sulawesi Selatan,82,80,802345,21
Sulawesi Selatan,82,80,802353,19
Sulawesi Selatan,82,80,802361,30
Sulawesi Selatan,82,80,802375,31
Sulawesi Selatan,82,80,802383,29
Sulawesi Selatan,82,80,802391,21
Sulawesi Selatan,82,80,802404,44
Sulawesi Selatan,82,80,802426,30
Sulawesi Selatan,82,80,802434,43
Sulawesi Selatan,82,80,802442,43
Sulawesi Selatan,82,80,802456,22
Sulawesi Selatan,82,80,802464,37
Sulawesi Selatan,82,80,802472,19
Sulawesi Selatan,82,81,811011,35
Sulawesi Selatan,82,81,811033,37
Sulawesi Selatan,82,81,811063,27
Sulawesi Selatan,82,81,811071,35
Sulawesi Selatan,82,81,811085,42
Sulawesi Selatan,82,81,811152,30
Sulawesi Selatan,82,81,811166,18
Sulawesi Selatan,82,81,812013,72
Sulawesi Selatan,82,81,812021,70
Sulawesi Selatan,82,81,812035,61
Sulawesi Selatan,82,81,812081,53
Sulawesi Selatan,82,81,812095,48
Sulawesi Selatan,82,81,812192,72
Sulawesi Selatan,82,81,812281,56
Sulawesi Selatan,82,82,821012,18
Sulawesi Selatan,82,82,821026,20
Sulawesi Selatan,82,82,821034,65
Sulawesi Selatan,82,82,821042,53
Sulawesi Selatan,82,82,821056,25
Sulawesi Selatan,82,82,821064,28
Sulawesi Selatan,82,82,821072,90
Sulawesi Selatan,82,82,821086,76
Sulawesi Selatan,82,82,821094,26
Sulawesi Selatan,82,82,821101,37
Sulawesi Selatan,82,82,821115,30
Sulawesi Selatan,82,82,821145,35
Sulawesi Selatan,82,82,821153,28
Sulawesi Selatan,82,82,821161,33
Sulawesi Selatan,82,82,821175,23
Sulawesi Selatan,82,82,821183,14
Sulawesi Selatan,82,82,821191,42
Sulawesi Selatan,82,82,821204,34
Sulawesi Selatan,82,82,821212,69
Sulawesi Selatan,82,82,821234,20
Sulawesi Selatan,82,82,821242,18
Sulawesi Selatan,82,82,821256,20
Sulawesi Selatan,82,82,821264,35
Sulawesi Selatan,82,82,821272,25
Sulawesi Selatan,82,82,821286,26
Sulawesi Selatan,82,82,821294,24
Sulawesi Selatan,82,82,821301,19
Sulawesi Selatan,82,82,821315,40
Sulawesi Selatan,82,82,821323,82
Sulawesi Selatan,82,82,821331,13
Sulawesi Selatan,82,82,821345,16
Sulawesi Selatan,82,82,821353,18
Sulawesi Selatan,82,82,821361,20
Sulawesi Selatan,82,82,821375,18
Sulawesi Selatan,82,82,821383,24
Sulawesi Selatan,82,82,821391,21
Sulawesi Selatan,82,82,821404,21
Sulawesi Selatan,82,82,821412,14
Sulawesi Selatan,82,82,821426,25
Sulawesi Selatan,82,82,821434,20
Sulawesi Selatan,82,82,822022,46
Sulawesi Selatan,82,82,822036,136
Sulawesi Selatan,82,82,822044,19
Sulawesi Selatan,82,82,822052,15
Sulawesi Selatan,82,82,822066,13
Sulawesi Selatan,82,82,822074,27
Sulawesi Selatan,82,82,822082,17
Sulawesi Selatan,82,82,822096,41
Sulawesi Selatan,82,82,822103,19
Sulawesi Selatan,82,82,822111,20
Sulawesi Selatan,82,82,822125,24
Sulawesi Selatan,82,82,822133,15
Sulawesi Selatan,82,82,822141,14
Sulawesi Selatan,82,82,822155,12
Sulawesi Selatan,82,82,822163,40
Sulawesi Selatan,82,82,822171,11
Sulawesi Selatan,82,82,822185,14
Sulawesi Selatan,82,82,822193,13
Sulawesi Selatan,82,82,822206,42
Sulawesi Selatan,82,82,822214,36
Sulawesi Selatan,82,83,831013,4
Sulawesi Selatan,82,83,831021,1
Sulawesi Selatan,82,83,831035,3
Sulawesi Selatan,82,83,831043,9
Sulawesi Selatan,82,83,831051,28
Sulawesi Selatan,82,83,831065,26
Sulawesi Selatan,82,83,831073,11
Sulawesi Selatan,82,83,831081,9
Sulawesi Selatan,82,83,831102,16
Sulawesi Selatan,82,83,831116,8
Sulawesi Selatan,82,83,831124,7
Sulawesi Selatan,82,83,831132,7
Sulawesi Selatan,82,83,831146,5
Sulawesi Selatan,82,83,831154,1
Sulawesi Selatan,82,83,831162,6
Sulawesi Selatan,82,83,831176,6
Sulawesi Selatan,82,83,831184,14
Sulawesi Selatan,82,83,831192,30
Sulawesi Selatan,82,83,831205,7
Sulawesi Selatan,82,83,831213,10
Sulawesi Selatan,82,83,831221,5
Sulawesi Selatan,82,83,831235,7
Sulawesi Selatan,82,83,831243,3
Sulawesi Selatan,82,83,831251,4
Sulawesi Selatan,82,83,832023,3
Sulawesi Selatan,82,83,832031,1
Sulawesi Selatan,82,83,832053,2
Sulawesi Selatan,82,83,832061,2
Sulawesi Selatan,82,83,832075,2
Sulawesi Selatan,82,83,832083,5
Sulawesi Selatan,82,83,832112,4
Sulawesi Selatan,82,83,832126,6
Sulawesi Selatan,82,83,832134,3
Sulawesi Selatan,82,83,832142,12
Sulawesi Selatan,82,83,832156,4
Sulawesi Selatan,82,83,832164,22
Sulawesi Selatan,82,84,841014,20
Sulawesi Selatan,82,84,841022,35
Sulawesi Selatan,82,84,841036,9
Sulawesi Selatan,82,84,841052,4
Sulawesi Selatan,82,84,841066,2
Sulawesi Selatan,82,84,841074,3
Sulawesi Selatan,82,84,841082,1
Sulawesi Selatan,82,84,841096,4
Sulawesi Selatan,82,84,841103,4
Sulawesi Selatan,82,84,841111,35
Sulawesi Selatan,82,84,841125,1
Sulawesi Selatan,82,84,841133,2
Sulawesi Selatan,82,84,841141,1
Sulawesi Selatan,82,84,841155,3
Sulawesi Selatan,82,84,841163,3
Sulawesi Selatan,82,84,841171,5
Sulawesi Selatan,82,84,841185,1
Sulawesi Selatan,82,84,841193,3
Sulawesi Selatan,82,84,841206,2
Sulawesi Selatan,82,84,841214,12
Sulawesi Selatan,82,84,841222,9
Sulawesi Selatan,82,84,841236,24
Sulawesi Selatan,82,84,841244,12
Sulawesi Selatan,82,84,841252,2
Sulawesi Selatan,82,84,841266,9
Sulawesi Selatan,82,84,841282,7
Sulawesi Selatan,82,84,841296,2
Sulawesi Selatan,82,84,841303,8
Sulawesi Selatan,82,84,841311,4
Sulawesi Selatan,82,84,841325,6
Sulawesi Selatan,82,84,841341,2
Sulawesi Selatan,82,84,841355,1
Sulawesi Selatan,82,84,841363,2
Sulawesi Selatan,82,84,841371,7
Sulawesi Selatan,82,84,841385,2
Sulawesi Selatan,82,84,842016,8
Sulawesi Selatan,82,84,842024,11
Sulawesi Selatan,82,84,842032,8
Sulawesi Selatan,82,84,842046,6
Sulawesi Selatan,82,84,842062,2
Sulawesi Selatan,82,84,842076,3
Sulawesi Selatan,82,84,842084,11
Sulawesi Selatan,82,84,842113,1
Sulawesi Selatan,82,84,842143,3
Sulawesi Selatan,82,84,842151,1
Sulawesi Selatan,82,84,842173,1
Sulawesi Selatan,82,84,842181,3
Sulawesi Selatan,82,84,842195,3
Sulawesi Selatan,82,84,842232,4
Sulawesi Selatan,82,84,842262,2
Sulawesi Selatan,82,84,842284,3
Sulawesi Selatan,82,84,842292,4
Sulawesi Selatan,82,84,842305,1
Sulawesi Selatan,82,85,851015,2
Sulawesi Selatan,82,85,851023,1
Sulawesi Selatan,82,85,851031,2
Sulawesi Selatan,82,85,851045,2
Sulawesi Selatan,82,85,851075,3
Sulawesi Selatan,82,85,851083,1
Sulawesi Selatan,82,85,851091,3
Sulawesi Selatan,82,85,851112,2
Sulawesi Selatan,82,85,851126,1
Sulawesi Selatan,82,85,851164,1
Sulawesi Selatan,82,85,851186,1
Sulawesi Selatan,82,85,851194,3
Sulawesi Selatan,82,85,851201,4
Sulawesi Selatan,82,85,851215,1
Sulawesi Selatan,82,85,851275,1
Sulawesi Selatan,82,85,851283,1
Sulawesi Selatan,82,85,851291,1
Sulawesi Selatan,82,85,851326,1
Sulawesi Selatan,82,85,851334,1
Sulawesi Selatan,82,85,852011,1
Sulawesi Selatan,82,85,852063,1
Sulawesi Selatan,82,85,852106,2
Sulawesi Selatan,82,85,852136,2
Sulawesi Selatan,82,85,852144,3
Sulawesi Selatan,82,85,852203,2
Sulawesi Selatan,82,86,861016,8
Sulawesi Selatan,82,86,861024,4
Sulawesi Selatan,82,86,861032,4
Sulawesi Selatan,82,86,861046,3
Sulawesi Selatan,82,86,861054,2
Sulawesi Selatan,82,86,861062,1
Sulawesi Selatan,82,86,861076,7
Sulawesi Selatan,82,86,861084,3
Sulawesi Selatan,82,86,861092,4
Sulawesi Selatan,82,86,861105,6
Sulawesi Selatan,82,86,861113,2
Sulawesi Selatan,82,86,861135,5
Sulawesi Selatan,82,86,861173,1
Sulawesi Selatan,82,86,861343,5
Sulawesi Selatan,82,86,861352,8
Sulawesi Selatan,82,86,861361,8
Sulawesi Selatan,82,86,861373,4
Sulawesi Selatan,82,86,861381,9
Sulawesi Selatan,82,86,862026,5
Sulawesi Selatan,82,86,862042,6
Sulawesi Selatan,82,86,862056,2
Sulawesi Selatan,82,86,862072,2
Sulawesi Selatan,82,86,862123,3
Sulawesi Selatan,82,86,862131,3
Sulawesi Selatan,82,86,862145,5
Sulawesi Selatan,82,86,862153,3
Sulawesi Selatan,82,86,862161,3
Sulawesi Selatan,82,86,862175,13
Sulawesi Selatan,82,86,862183,2
Sulawesi Selatan,82,86,862191,3
Sulawesi Selatan,82,86,862226,4
Sulawesi Selatan,82,86,862234,5
Sulawesi Selatan,82,86,862256,16
Sulawesi Selatan,82,86,862272,1
Sulawesi Selatan,82,87,871011,16
Sulawesi Selatan,82,87,871025,3
Sulawesi Selatan,82,87,871033,12
Sulawesi Selatan,82,87,871041,3
Sulawesi Selatan,82,87,871055,4
Sulawesi Selatan,82,87,871063,2
Sulawesi Selatan,82,87,871071,13
Sulawesi Selatan,82,87,871085,7
Sulawesi Selatan,82,87,871093,3
Sulawesi Selatan,82,87,871106,3
Sulawesi Selatan,82,87,871114,4
Sulawesi Selatan,82,87,871122,2
Sulawesi Selatan,82,87,871136,3
Sulawesi Selatan,82,87,871144,8
Sulawesi Selatan,82,87,871152,3
Sulawesi Selatan,82,87,871166,4
Sulawesi Selatan,82,87,871174,4
Sulawesi Selatan,82,87,871182,1
Sulawesi Selatan,82,87,871196,5
Sulawesi Selatan,82,87,871211,2
Sulawesi Selatan,82,87,871225,1
Sulawesi Selatan,82,87,871233,1
Sulawesi Selatan,82,87,871241,1
Sulawesi Selatan,82,87,871255,11
Sulawesi Selatan,82,87,871263,3
Sulawesi Selatan,82,87,871271,2
Sulawesi Selatan,82,87,871285,1
Sulawesi Selatan,82,87,871293,2
Sulawesi Selatan,82,87,871306,1
Sulawesi Selatan,82,87,872013,3
Sulawesi Selatan,82,87,872021,5
Sulawesi Selatan,82,87,872035,8
Sulawesi Selatan,82,87,872043,4
Sulawesi Selatan,82,87,872065,6
Sulawesi Selatan,82,87,872073,3
Sulawesi Selatan,82,87,872081,2
Sulawesi Selatan,82,87,872095,4
Sulawesi Selatan,82,87,872116,12
Sulawesi Selatan,82,87,872124,2
Sulawesi Selatan,82,87,872132,4
Sulawesi Selatan,82,87,872146,1
Sulawesi Selatan,82,87,872154,1
Sulawesi Selatan,82,87,872162,1
Sulawesi Selatan,82,88,881012,68
Sulawesi Selatan,82,88,881026,57
Sulawesi Selatan,82,88,881034,76
Sulawesi Selatan,82,88,881042,79
Sulawesi Selatan,82,88,881056,99
Sulawesi Selatan,82,88,881064,36
Sulawesi Selatan,82,88,881072,53
Sulawesi Selatan,82,88,881086,75
Sulawesi Selatan,82,88,881094,42
Sulawesi Selatan,82,88,881101,66
Sulawesi Selatan,82,88,881115,59
Sulawesi Selatan,82,88,882014,100
Sulawesi Selatan,82,88,882022,100
Sulawesi Selatan,82,88,882036,66
Sulawesi Selatan,82,88,882044,63
Sulawesi Selatan,82,88,882052,81
Sulawesi Selatan,82,88,882066,99
Sulawesi Selatan,82,89,891021,5
Sulawesi Selatan,82,89,891035,6
Sulawesi Selatan,82,89,891043,29
Sulawesi Selatan,82,89,891051,3
Sulawesi Selatan,82,89,891065,2
Sulawesi Selatan,82,89,891073,3
Sulawesi Selatan,82,89,891081,2
Sulawesi Selatan,82,89,892015,5
Sulawesi Selatan,82,89,892023,5
Sulawesi Selatan,82,89,892045,4
Sulawesi Selatan,82,89,892053,2
Sulawesi Selatan,82,90,901046,1
Sulawesi Selatan,82,92,921064,1
Sulawesi Selatan,82,93,931051,3
Sulawesi Selatan,82,93,931073,1
Sulawesi Selatan,82,93,931132,2
Sulawesi Selatan,82,93,931146,1
Sulawesi Selatan,82,93,931154,1
Sulawesi Selatan,82,93,931162,1
Sulawesi Selatan,82,93,931184,1
Sulawesi Selatan,82,93,931243,2
Sulawesi Selatan,82,93,931265,1
Sulawesi Selatan,82,93,932015,3
Sulawesi Selatan,82,93,932031,1
Sulawesi Selatan,82,93,932053,1
Sulawesi Selatan,82,93,932061,3
Sulawesi Selatan,82,93,932075,1
Sulawesi Selatan,82,93,932194,1
Sulawesi Selatan,82,94,941052,1
Sulawesi Selatan,82,94,941082,1
Sulawesi Selatan,82,94,941125,1
Sulawesi Selatan,82,94,941133,1
Sulawesi Selatan,82,94,941155,1
Sulawesi Selatan,82,94,941222,1
Sulawesi Selatan,82,94,942054,2
Sulawesi Selatan,82,94,942076,1
Sulawesi Selatan,82,94,942165,1
Sulawesi Selatan,82,95,951091,1
Sulawesi Selatan,82,95,951104,1
Sulawesi Selatan,82,95,951142,1
Sulawesi Selatan,82,95,951186,1
Sulawesi Selatan,82,95,951201,1
Sulawesi Selatan,82,95,951223,4
Sulawesi Selatan,82,95,952011,4
Sulawesi Selatan,82,95,952033,1
Sulawesi Selatan,82,95,952106,2
Sulawesi Selatan,82,96,961181,1
Sulawesi Selatan,82,96,961195,1
Sulawesi Selatan,82,96,961232,2
Sulawesi Selatan,82,96,961254,1
Sulawesi Selatan,82,96,961284,1
Sulawesi Selatan,82,96,962012,1
Sulawesi Selatan,82,96,962026,1
Sulawesi Selatan,82,96,962034,1
Sulawesi Selatan,82,96,962042,1
Sulawesi Selatan,82,98,981012,3
Sulawesi Selatan,82,98,981034,2
Sulawesi Selatan,82,98,981072,1
Sulawesi Selatan,82,98,981101,1
Sulawesi Selatan,82,98,981115,1
Sulawesi Selatan,82,98,981145,2
Sulawesi Selatan,82,98,982022,1
Sulawesi Selatan,82,98,982036,1
Sulawesi Selatan,82,98,982066,1
Sulawesi Selatan,82,98,982111,1
Sulawesi Tengah,83,15,151023,1
Sulawesi Tengah,83,34,342416,1
Sulawesi Tengah,83,35,351015,2
Sulawesi Tengah,83,35,351023,1
Sulawesi Tengah,83,35,351091,1
Sulawesi Tengah,83,37,372035,1
Sulawesi Tengah,83,43,431221,1
Sulawesi Tengah,83,43,431273,1
Sulawesi Tengah,83,46,462115,1
Sulawesi Tengah,83,46,462272,1
Sulawesi Tengah,83,47,471055,1
Sulawesi Tengah,83,49,491035,1
Sulawesi Tengah,83,51,511093,1
Sulawesi Tengah,83,51,511182,1
Sulawesi Tengah,83,51,511203,1
Sulawesi Tengah,83,51,511293,1
Sulawesi Tengah,83,56,561305,1
Sulawesi Tengah,83,56,562086,1
Sulawesi Tengah,83,56,562256,1
Sulawesi Tengah,83,56,562272,1
Sulawesi Tengah,83,63,631013,1
Sulawesi Tengah,83,63,631021,1
Sulawesi Tengah,83,63,631251,1
Sulawesi Tengah,83,63,632156,1
Sulawesi Tengah,83,78,781101,1
Sulawesi Tengah,83,80,801054,1
Sulawesi Tengah,83,80,801121,1
Sulawesi Tengah,83,80,801165,3
Sulawesi Tengah,83,80,802034,1
Sulawesi Tengah,83,80,802042,1
Sulawesi Tengah,83,80,802094,2
Sulawesi Tengah,83,80,802226,1
Sulawesi Tengah,83,80,802242,1
Sulawesi Tengah,83,80,802272,1
Sulawesi Tengah,83,82,821012,2
Sulawesi Tengah,83,82,821026,1
Sulawesi Tengah,83,82,821056,1
Sulawesi Tengah,83,82,821183,1
Sulawesi Tengah,83,82,821212,1
Sulawesi Tengah,83,82,821301,1
Sulawesi Tengah,83,82,821331,1
Sulawesi Tengah,83,82,821345,1
Sulawesi Tengah,83,82,821375,1
Sulawesi Tengah,83,82,821383,1
Sulawesi Tengah,83,82,822074,2
Sulawesi Tengah,83,82,822096,2
Sulawesi Tengah,83,82,822103,1
Sulawesi Tengah,83,82,822111,1
Sulawesi Tengah,83,83,831013,38
Sulawesi Tengah,83,83,831021,45
Sulawesi Tengah,83,83,831035,40
Sulawesi Tengah,83,83,831043,37
Sulawesi Tengah,83,83,831051,131
Sulawesi Tengah,83,83,831065,114
Sulawesi Tengah,83,83,831073,88
Sulawesi Tengah,83,83,831081,134
Sulawesi Tengah,83,83,831102,75
Sulawesi Tengah,83,83,831116,49
Sulawesi Tengah,83,83,831124,42
Sulawesi Tengah,83,83,831132,32
Sulawesi Tengah,83,83,831146,15
Sulawesi Tengah,83,83,831154,19
Sulawesi Tengah,83,83,831162,14
Sulawesi Tengah,83,83,831176,29
Sulawesi Tengah,83,83,831184,14
Sulawesi Tengah,83,83,831192,85
Sulawesi Tengah,83,83,831205,42
Sulawesi Tengah,83,83,831213,102
Sulawesi Tengah,83,83,831221,71
Sulawesi Tengah,83,83,831235,36
Sulawesi Tengah,83,83,831243,20
Sulawesi Tengah,83,83,831251,34
Sulawesi Tengah,83,83,832015,58
Sulawesi Tengah,83,83,832023,68
Sulawesi Tengah,83,83,832031,35
Sulawesi Tengah,83,83,832045,38
Sulawesi Tengah,83,83,832053,27
Sulawesi Tengah,83,83,832061,91
Sulawesi Tengah,83,83,832075,37
Sulawesi Tengah,83,83,832083,63
Sulawesi Tengah,83,83,832091,57
Sulawesi Tengah,83,83,832104,39
Sulawesi Tengah,83,83,832112,63
Sulawesi Tengah,83,83,832126,51
Sulawesi Tengah,83,83,832134,70
Sulawesi Tengah,83,83,832142,171
Sulawesi Tengah,83,83,832156,112
Sulawesi Tengah,83,83,832164,227
Sulawesi Tengah,83,83,832172,90
Sulawesi Tengah,83,83,832186,40
Sulawesi Tengah,83,85,851015,2
Sulawesi Tengah,83,85,851023,2
Sulawesi Tengah,83,85,851091,3
Sulawesi Tengah,83,85,851126,1
Sulawesi Tengah,83,85,851194,4
Sulawesi Tengah,83,85,851201,1
Sulawesi Tengah,83,85,851215,2
Sulawesi Tengah,83,85,851231,2
Sulawesi Tengah,83,85,851326,2
Sulawesi Tengah,83,85,852055,3
Sulawesi Tengah,83,85,852063,2
Sulawesi Tengah,83,85,852085,1
Sulawesi Tengah,83,85,852106,1
Sulawesi Tengah,83,85,852136,1
Sulawesi Tengah,83,85,852196,1
